Batch_ID,Plant_City,Production_Line,Machine_ID,Product_Category,SKU,Shift,Supervisor_ID,Batch_Start,Batch_End,Planned_Output_Units,Actual_Output_Units,Good_Units,Rework_Units,Scrap_Units,Scrap_Reason,Downtime_Minutes,Downtime_Reason,Energy_kWh,Water_Liters,Unit_Weight_kg,Material_Input_kg,Output_kg,Yield_pct,QA_Score,QA_Result,Ambient_Temp_C,Humidity_pct,Supplier,Raw_Material_Lot,Maintenance_Flag
BAT-105394,Pune,PN-02,MC-PN-02-2, HomeCare ,Detergent_1kg,A,SUP-PU-84,2026-02-07 10:45:00, 2026-02-07 11:56:00 ,1418.0,856.0,804.0,25.0,27.0,Underfill,28.0,Changeover,180.2,2627.0,1.02,898.49,845.58,94.11,81.0,Conditional Pass,,44.6,ChemBlend Industries,HMC-2602-91419,NO
BAT-104583,Pune,PN-02,MC-PN-02-1,Snacks,Cookies_200g,A,SUP-PU-16,2026-02-07 11:15:00,2026-02-07 13:02:00,4298.0,3689.0,3490.0,33.0,166.0,Label Misprint,18.0,Mechanical Jam,557.8,7211.0,0.215,813.41,757.44,93.12,82.1,Conditional Pass,25.2,40.5,GoldenGrain Mills,SNK-2602-37458,Yes
BAT-101999,Pune,PN-02,MC-PN-02-1,Beverages,SparklingWater_500ml,A,SUP-PU-34,2026-02-07 12:00:00,2026-02-07 14:01:00,2337.0,2322.0,2236.0,27.0,59.0,Seal Failure,0.0,No Downtime,701.1,13199.0,0.52,1218.45,1176.76,96.58,91.9,Pass,31.6,50.7,TeaLeaf Traders,BEV-2602-16417,No
BAT-103587,Pune,PN-01,MC-PN-01-6,Snacks,Cookies_200g,A,SUP-PU-93,2026-02-07 12:15:00,2026-02-07 13:02:00,2270.0,2203.0,2107.0,35.0,61.0,Seal Failure,0.0,No Downtime,278.7,3758.0,0.215,489.12,460.53,94.15,90.2,Pass,31.0,50.7,GoldenGrain Mills,SNK-2602-50819,No
BAT-100934,Chennai,CH-02,MC-CH-02-3,Snacks,Chips_50g,A,SUP-CH-82,2026-02-07 15:00:00, 2026-02-07 15:55:00 ,2610.0,2552.0,2411.0,72.0,69.0, Weight Out of Spec ,0.0,No Downtime,175.6,2069.0,0.055,146.68,136.56,93.1,89.5,Conditional Pass,27.6,64.9,SpiceRoute Foods,SNK-2602-45465,No
BAT-100760,Bengaluru,BL-01,MC-BL-01-5,Dairy,Yogurt_150g,B,SUP-BE-94,2026-02-07 18:30:00, 2026-02-07 19:46:00 ,1707.0,913.0,858.0,16.0,39.0,Damaged Pack,34.0,Operator Reset,193.7,5684.0,0.165,156.56,144.21,92.11,77.9,Fail,28.7,62.4,MilkyWay Co-op,DRY-2602-26418,Yes
BAT-106456,Pune, PN-02 ,MC-PN-02-6,PersonalCare,Soap_100g,B,SUP-PU-14,2026-02-07 18:45:00,2026-02-07 21:02:00,3036.0,2950.0,2818.0,75.0,57.0,Overfill,0.0,No Downtime,699.3,5263.0,0.11,337.92,318.23,94.17,93.9, Pass ,31.8,69.3,HerbalEssence Supply,PSC-2602-41904,No
BAT-106788,Pune, PN-02 ,MC-PN-02-4,Beverages,SparklingWater_500ml,B,SUP-PU-77,2026-02-07 22:45:00,2026-02-08 00:34:00,3012.0,2982.0,2868.0,,60.0,Weight Out of Spec,0.0,No Downtime,528.4,7240.0,0.52,1584.38,1519.44,95.9,93.2,Pass,31.7,51.7,AquaPure Pvt Ltd,BEV-2602-60255,No
BAT-106462,Bengaluru,BL-01,MC-BL-01-6,Beverages,Juice_1L,B,SUP-BE-14,2026-02-07 23:45:00,2026-02-08 01:34:00,2506.0,2231.0,2118.0,45.0,68.0,Label Misprint,15.0, Sensor Calibration ,676.9,10655.0,1.05,2435.89,2271.15,93.24,85.6,Conditional Pass,27.0,57.7,TeaLeaf Traders,BEV-2602-70000,No
BAT-104776,BENGALURU,BL-02,MC-BL-02-4,Snacks,Cookies_200g,C,SUP-BE-12,2026-02-08 00:00:00, 2026-02-08 01:18:00 ,3745.0,3074.0,2890.0,78.0,106.0,Overfill,13.0,Operator Reset,292.4,3264.0,0.215,696.74,638.12,91.59,87.1,Conditional Pass,27.2,56.3,SpiceRoute Foods,SNK-2602-44456,No
BAT-100390,PUNE,PN-02,MC-PN-02-1,Snacks,Cookies_200g,C,SUP-PU-52,2026-02-08 00:30:00,2026-02-08 01:48:00,3283.0,,2198.0,60.0,106.0,Underfill,21.0,Operator Reset,299.5,5655.0,0.215,549.34,485.47,88.37,76.9,Fail,28.4,38.0,CrunchWorks,SNK-2602-25663,Yes
BAT-106259,Pune,PN-02,MC-PN-02-4,Snacks,CHIPS_50G,C,SUP-PU-63,2026-02-08 01:00:00,2026-02-08 02:24:00,4121.0,3834.0,3616.0,112.0,106.0,Damaged Pack,0.0,NO DOWNTIME,546.5,5196.0,0.055,218.47,205.04,93.85,89.7,Conditional Pass,30.0,47.3,SpiceRoute Foods,SNK-2602-30552,No
BAT-104849,Pune,PN-01,MC-PN-01-1,PersonalCare,Soap_100g,C,SUP-PU-15,2026-02-08 02:45:00,2026-02-08 04:42:00,2251.0,2155.0,2080.0,24.0,51.0,Seal Failure,0.0,No Downtime,493.8,9115.0,0.11,246.84,231.44,93.76,93.4,PASS,30.6,36.8,AromaLabs,PSC-2602-43073,No
BAT-103268,Hyderabad,HY-02,MC-HY-02-6,Snacks,Chips_50g,C,SUP-HY-25,2026-02-08 04:15:00,2026-02-08 05:36:00,4088.0,2727.0,2519.0,73.0,135.0,Overfill,27.0,Operator Reset,255.5,6033.0,0.055,161.23,142.56,88.42,73.7,Fail,26.9,57.2,CrunchWorks,SNK-2602-90358,Yes
BAT-105847,Pune,PN-02,MC-PN-02-1,Snacks,Chips_50g,C,SUP-PU-58,2026-02-08 07:15:00,2026-02-08 08:26:00,1876.0,1361.0,1269.0,27.0,65.0,Seal Failure,20.0,Mechanical Jam,305.6,5809.0,0.055,78.12,71.28,91.24,82.0,Conditional Pass,26.9,40.4,SpiceRoute Foods,SNK-2602-47444,Yes
BAT-102512,Bengaluru,BL-01,MC-BL-01-2,Beverages,SparklingWater_500ml,A,SUP-BE-19,2026-02-08 08:45:00,2026-02-08 09:50:00,1201.0,1247.0,1190.0,36.0,21.0,Contamination Risk,0.0,No Downtime,408.3,4658.0,0.52,661.0,637.52,96.45,95.5,Pass,31.0,48.7,TeaLeaf Traders,BEV-2602-75547,No
BAT-106784,Bengaluru,BL-02,MC-BL-02-1,HOMECARE, Dishwash_500ml ,A,SUP-BE-39,2026-02-08 09:30:00,2026-02-08 11:52:00,1945.0,1878.0,1798.0,36.0,44.0,Label Misprint,0.0,No Downtime,506.8,8460.0,0.56,1079.38,1027.04,95.15,91.4,Pass,24.7,42.3,ChemBlend Industries,HMC-2602-43398,NO
BAT-101788,Chennai,CH-02,MC-CH-02-4,PersonalCare,Soap_100g,A,SUP-CH-69,2026-02-08 10:45:00,2026-02-08 11:44:00,1524.0,1090.0,1041.0,16.0,33.0,Underfill,16.0,Sensor Calibration,154.2,2274.0,0.11,125.4,116.27,92.72,87.8,Conditional Pass,28.2,63.2,HerbalEssence Supply,PSC-2602-50052,No
BAT-100503,Pune,PN-01,MC-PN-01-2,Beverages,SparklingWater_500ml,A,SUP-PU-15,2026-02-08 11:00:00,2026-02-08 12:07:00,1359.0,1193.0,1133.0,31.0,29.0,Damaged Pack,6.0,Sensor Calibration,407.1,6639.0,0.52,638.79,605.28,94.75,90.6,Pass,30.0,52.8,AquaPure Pvt Ltd,BEV-2602-17979,No
BAT-103994,Bengaluru,BL-03,MC-BL-03-2,Beverages,Juice_1L,A,SUP-BE-31,2026-02-08 11:15:00,2026-02-08 12:33:00,1452.0,1318.0,1270.0,19.0,29.0,Seal Failure,7.0,Power Fluctuation,502.8,5267.0,1.05,1441.02,1353.45,93.92,90.9,Pass,26.7,62.4,CitrusCo Ingredients,BEV-2602-14160,NO
BAT-102306,Bengaluru,BL-01,MC-BL-01-4,Beverages,SparklingWater_500ml,A,SUP-BE-45, 2026-02-08 15:45:00 ,2026-02-08 17:36:00,3356.0,2890.0,2721.0,89.0,80.0,Seal Failure,16.0,Planned Cleaning,616.6,11248.0,0.52,1566.73,1461.2,93.26,85.1,Conditional Pass,29.2,54.2,TEALEAF TRADERS,BEV-2602-11299,No
BAT-107077,Bengaluru,BL-01,MC-BL-01-1,Beverages,Juice_1L,B,SUP-BE-10,2026-02-08 18:30:00,2026-02-08 20:30:00,3134.0,2591.0,2445.0,60.0,86.0,Overfill,19.0,Operator Reset,407.4,11233.0,1.05,2753.28,2630.25,95.53,85.6,Conditional Pass,27.3,55.4,AquaPure Pvt Ltd,BEV-2602-24490,No
BAT-102809,Chennai,CH-03,MC-CH-03-1,HomeCare,Dishwash_500ml,B,SUP-CH-69,2026-02-08 22:30:00,2026-02-09 00:45:00,2156.0,,1931.0,15.0,36.0,Underfill,6.0,Power Fluctuation,444.9,9782.0,0.56,1146.14,1089.76,95.08,,Pass,30.9,66.8,CleanBase Materials,HMC-2602-95876,No
BAT-101330,Chennai,CH-04,MC-CH-04-4,HomeCare,Detergent_1kg,C,SUP-CH-21,2026-02-09 00:45:00,2026-02-09 01:47:00,977.0,966.0,927.0,20.0,19.0,Label Misprint,0.0,No Downtime,436.1,3945.0,1.02,1010.22,965.94,95.62,91.4, Pass ,27.4,61.3,ChemBlend Industries,HMC-2602-42090,No
BAT-102014,Pune,PN-01,MC-PN-01-1, Beverages ,RTD_Tea_250ml,C,SUP-PU-70,2026-02-09 02:00:00,2026-02-09 03:30:00,2548.0,2527.0,2406.0,60.0,61.0,Seal Failure,0.0, No Downtime ,460.2,8495.0,0.27,696.29,665.82,95.62,91.5,Pass,31.5,54.0,CitrusCo Ingredients,BEV-2602-97614,No
BAT-102074,PUNE,PN-02,MC-PN-02-4,Beverages,SparklingWater_500ml,C,SUP-PU-94,2026-02-09 03:30:00,2026-02-09 05:09:00,2917.0,1947.0,1801.0,60.0,86.0,Seal Failure,33.0,Power Fluctuation,436.7,8974.0,0.52,1043.28,967.72,92.76,77.0,Fail,26.9,49.8,CITRUSCO INGREDIENTS,BEV-2602-30692,Yes
BAT-106931,Bengaluru,BL-01,MC-BL-01-5,Beverages,Juice_1L, C ,SUP-BE-21,2026-02-09 06:15:00,2026-02-09 07:41:00,2153.0,1642.0,1548.0,45.0,49.0,SEAL FAILURE,18.0,Changeover,359.4,8628.0,1.05,1804.37,1672.65,92.7,85.8,Conditional Pass,24.1,58.8,CitrusCo Ingredients,BEV-2602-60329,No
BAT-106225,Hyderabad,HY-02, MC-HY-02-2 ,PersonalCare,Soap_100g,A,SUP-HY-29,2026-02-09 08:15:00,2026-02-09 10:15:00,1859.0,1428.0,1337.0,43.0,48.0,Damaged Pack,24.0,Planned Cleaning,329.9,7090.0,0.11,,151.8,93.64,85.7,Conditional Pass,28.6,62.6,AromaLabs,PSC-2602-14535,No
 BAT-104309 ,Chennai,CH-01,MC-CH-01-1,HomeCare,Detergent_1kg,A,SUP-CH-13,2026-02-09 08:45:00,2026-02-09 10:27:00,1487.0,1171.0,1104.0,27.0,40.0,CONTAMINATION RISK,21.0,Planned Cleaning,396.4,4309.0,1.02,1230.17,1153.62,93.78,85.1,Conditional Pass,31.5,79.9,CleanBase Materials,HMC-2602-46146,No
BAT-103665,Hyderabad,HY-02,MC-HY-02-6,PersonalCare,Shampoo_250ml,A,SUP-HY-60,2026-02-09 08:45:00,2026-02-09 10:39:00,1447.0,1334.0,1274.0,28.0,32.0,Overfill,9.0,Planned Cleaning,715.5,6037.0,0.28,390.24,364.56,93.42,86.4,Conditional Pass,35.5,57.4,CareChem Solutions,PSC-2602-68777,No
BAT-102424,Chennai,CH-04,MC-CH-04-2,BEVERAGES,SparklingWater_500ml,A,SUP-CH-99,2026-02-09 10:15:00,2026-02-09 12:04:00,3036.0,2465.0,2329.0,47.0,89.0,Seal Failure,21.0,Operator Reset,606.5,10847.0,0.52,1299.23,1235.52,95.1,80.3,Conditional Pass,28.8,71.6,TeaLeaf Traders,BEV-2602-21040,No
BAT-103311,Pune,PN-02,MC-PN-02-6,Beverages,SparklingWater_500ml,A,SUP-PU-46,2026-02-09 11:30:00,2026-02-09 12:51:00,2793.0,2073.0,1974.0,21.0,78.0, Label Misprint ,20.0,Operator Reset,263.4,10878.0,0.52,1119.98,1037.4,92.63,86.8,Conditional Pass,28.8,47.7,TeaLeaf Traders,BEV-2602-79731,No
BAT-105269, Hyderabad ,HY-01,MC-HY-01-6,Beverages,SparklingWater_500ml,B,SUP-HY-28,2026-02-09 19:45:00,2026-02-09 21:40:00,3996.0,3291.0,3180.0,25.0,86.0,Label Misprint,17.0,PLANNED CLEANING,516.7,14368.0,0.52,1768.16,1666.6,94.26,89.6,Conditional Pass,25.0,66.0,AquaPure Pvt Ltd,BEV-2602-96249,No
BAT-104861,Pune,PN-02,MC-PN-02-1,PersonalCare,Soap_100g,B,SUP-PU-21,2026-02-09 20:00:00,2026-02-09 22:16:00,2560.0,1923.0,1805.0,39.0,79.0,Weight Out of Spec,32.0,Planned Cleaning,403.2,10029.0,0.11,215.92,202.84,93.94,76.8,Fail,28.2,48.2,HERBALESSENCE SUPPLY,PSC-2602-40630,Yes
BAT-102996,Chennai,CH-03,MC-CH-03-3,Snacks,Chips_50g,B,SUP-CH-85,2026-02-09 21:00:00,2026-02-09 22:42:00,4544.0,3123.0,2908.0,66.0,149.0,Damaged Pack,29.0,Sensor Calibration,427.1,5071.0,0.055,177.01,163.57,92.41,76.8,Fail,27.8,71.9,GoldenGrain Mills,SNK-2602-88768, Yes 
BAT-101560,Chennai,CH-03,MC-CH-03-6,Beverages,Juice_1L,B,SUP-CH-49,2026-02-09 21:00:00,2026-02-09 22:39:00,3330.0,3198.0,3077.0,50.0,71.0,Overfill,0.0,No Downtime,459.0,5538.0,1.05,3478.73,3283.35,94.38,91.3,Pass,28.9,63.4,AquaPure Pvt Ltd,BEV-2602-65035,No
BAT-101918,HYDERABAD,HY-02,MC-HY-02-3,PersonalCare,Shampoo_250ml,C,SUP-HY-92,2026-02-10 00:00:00,2026-02-10 01:02:00,1253.0,1012.0,965.0,20.0,27.0,Weight Out of Spec,11.0,Planned Cleaning,199.9,3979.0,0.28,294.28,275.8,93.72,87.0,Conditional Pass,31.7,54.8,CareChem Solutions,PSC-2602-15673,No
BAT-103966,Pune,PN-01,MC-PN-01-4,Snacks,COOKIES_200G,C,SUP-PU-41,2026-02-10 05:45:00,2026-02-10 07:13:00,3285.0,2861.0,2691.0,74.0,96.0,DAMAGED PACK,10.0,Operator Reset,513.6,,0.215,661.68,594.48,89.84,86.7,Conditional Pass,27.6,58.2,GoldenGrain Mills,SNK-2602-58177,No
BAT-104430,Pune,PN-01,MC-PN-01-1,PersonalCare,Toothpaste_150g, A ,SUP-PU-37,2026-02-10 12:15:00,2026-02-10 13:57:00,2475.0,2279.0,2152.0,61.0,66.0,Weight Out of Spec,9.0,Sensor Calibration,466.3,6393.0,0.19,453.2,420.47,92.78,89.2,Conditional Pass,28.7,49.0,HerbalEssence Supply,PSC-2602-94979,No
BAT-103805,Hyderabad,HY-01,MC-HY-01-6,Beverages,SparklingWater_500ml,A,SUP-HY-27,2026-02-10 12:30:00,2026-02-10 13:59:00,1989.0,1969.0,1884.0,50.0,35.0,Underfill,0.0,No Downtime,405.9,12046.0,0.52,1072.39,1005.68,93.78,93.9,Pass,29.5,25.0,CitrusCo Ingredients,BEV-2602-17173,No
BAT-105673,Hyderabad,HY-02,MC-HY-02-5,Snacks,Cookies_200g,A, SUP-HY-90 ,2026-02-10 14:30:00,2026-02-10 16:04:00,3569.0,2736.0,2527.0,74.0,135.0, Damaged Pack ,23.0,Changeover,229.5,7237.0,0.215,608.36,,91.92,72.0,Fail,28.4,62.1,SpiceRoute Foods,SNK-2602-41364,Yes
BAT-101286,Bengaluru,BL-03,MC-BL-03-1,HomeCare,Detergent_1kg,B,SUP-BE-96,2026-02-10 17:45:00,2026-02-10 18:51:00,1367.0,1239.0,1197.0,10.0,32.0,Overfill,8.0,Mechanical Jam,389.0,4483.0,1.02,1291.66,1231.14,95.31,87.8,Conditional Pass,25.3,57.6,CLEANBASE MATERIALS,HMC-2602-46717, No 
BAT-106652,Chennai,CH-04,MC-CH-04-6,Beverages,SparklingWater_500ml,B,SUP-CH-78,2026-02-10 18:30:00, 2026-02-10 20:03:00 ,3204.0,2039.0,1907.0,45.0,87.0,Seal Failure,36.0,Power Fluctuation,315.7,9553.0,0.52,1108.35,1015.04,91.58,72.4,Fail,25.9,64.0,TeaLeaf Traders,BEV-2602-82586,Yes
BAT-107105,Chennai,CH-04,MC-CH-04-1,Snacks,CHIPS_50G,B, SUP-CH-74 ,2026-02-10 18:30:00,2026-02-10 19:27:00,3048.0,2719.0,2553.0,76.0,90.0,Overfill,7.0,Power Fluctuation,213.5,3512.0,0.055,153.61,144.59,94.13,86.1,Conditional Pass,29.7,80.8,GoldenGrain Mills,SNK-2602-30323,No
BAT-103151,Hyderabad,HY-02,MC-HY-02-2,HomeCare,DETERGENT_1KG,B,SUP-HY-69,2026-02-10 18:30:00,2026-02-10 20:51:00,2941.0,2349.0,2229.0,34.0,86.0,OVERFILL,27.0,Operator Reset,792.9,10090.0,1.02,2414.52,2308.26,95.6,83.0,Conditional Pass,31.1,60.5,ChemBlend Industries,HMC-2602-74739,No
BAT-102489,CHENNAI,CH-04,MC-CH-04-2,Beverages,Juice_1L,B,SUP-CH-42,2026-02-10 19:00:00,2026-02-10 21:05:00,3706.0,3197.0,3011.0,93.0,93.0,Label Misprint,21.0,Operator Reset,693.9,7008.0,1.05,3418.79,3259.2,95.33,83.9,Conditional Pass,30.9,51.3,CitrusCo Ingredients,BEV-2602-56259,NO
BAT-100237,Bengaluru,BL-03,MC-BL-03-6,PersonalCare,Shampoo_250ml,B,SUP-BE-38,2026-02-10 20:15:00,2026-02-10 21:23:00,1275.0,1123.0,1066.0,26.0,31.0,Damaged Pack,10.0,Sensor Calibration,330.5,3865.0,0.28,325.79,305.76,93.85,90.7,Pass,29.6,56.1,HerbalEssence Supply,PSC-2602-93724,No
BAT-105774,Chennai,CH-02,MC-CH-02-5,HomeCare,Detergent_1kg, C ,SUP-CH-57,2026-02-11 00:45:00,2026-02-11 01:47:00,1023.0,934.0,894.0,21.0,19.0,Label Misprint,0.0,No Downtime,321.3,4029.0,1.02,976.81,933.3,95.55,93.4,Pass,33.2,60.9, CleanBase Materials ,HMC-2602-58168,No
BAT-106579,Chennai,CH-04,MC-CH-04-4,Beverages,RTD_TEA_250ML,C,SUP-CH-41,2026-02-11 01:00:00,2026-02-11 02:06:00,1284.0,,1019.0,12.0,27.0,Underfill,12.0,Power Fluctuation,315.7,5237.0,0.27,289.47,278.37,96.17,88.5,Conditional Pass,26.6,76.6,CitrusCo Ingredients,BEV-2602-63080,No
BAT-107236, Hyderabad ,HY-01,MC-HY-01-4,HomeCare,Dishwash_500ml,C,SUP-HY-34,2026-02-11 02:45:00,2026-02-11 04:35:00,1449.0,1418.0,1380.0,10.0,28.0,Underfill,0.0, No Downtime ,518.1,8315.0,0.56,824.18,778.4,94.45,94.3,Pass,25.8,50.8,CleanBase Materials,HMC-2602-88858,No
BAT-103162,HYDERABAD,HY-02,MC-HY-02-1,Beverages,Juice_1L,C,SUP-HY-82,2026-02-11 03:00:00,2026-02-11 04:58:00,3301.0,3014.0,2844.0,91.0,79.0,Contamination Risk,9.0,Power Fluctuation,598.1,12127.0,1.05,3303.24,3081.75,93.29,88.0, Conditional Pass ,27.9,41.4,AquaPure Pvt Ltd,BEV-2602-98608,No
BAT-102799,Hyderabad,HY-01,MC-HY-01-3,Beverages,RTD_Tea_250ml,C,SUP-HY-61,2026-02-11 03:00:00,2026-02-11 04:26:00,1918.0,1645.0,1552.0,52.0,41.0,Damaged Pack,13.0,Planned Cleaning,420.8,5322.0,0.27,449.24,,96.4,86.8,Conditional Pass,29.2,55.4,CitrusCo Ingredients,BEV-2602-27338,No
BAT-101267,Hyderabad,HY-01, MC-HY-01-3 ,PersonalCare,Soap_100g,C,SUP-HY-17,2026-02-11 04:45:00,2026-02-11 07:00:00,1866.0,1785.0,1696.0,50.0,39.0,Overfill,0.0,No Downtime,543.1,5472.0,0.11,199.53,192.06,96.26,92.4,Pass,28.1,49.8,HerbalEssence Supply,PSC-2602-56678,No
BAT-101170,Pune,PN-01,MC-PN-01-2,Beverages, RTD_Tea_250ml ,C,SUP-PU-90,2026-02-11 06:00:00,2026-02-11 07:04:00,1575.0,1619.0,1544.0,44.0,31.0,Seal Failure,0.0,No Downtime,222.7,7550.0,0.27,452.43,428.76,94.77,94.5,Pass,29.5,51.2,CitrusCo Ingredients,BEV-2602-73272,No
BAT-102349,Pune,PN-01,MC-PN-01-1,HomeCare,Detergent_1kg,C,SUP-PU-14,2026-02-11 06:00:00,2026-02-11 07:14:00,1285.0,851.0,799.0,25.0,27.0,Seal Failure,23.0,Changeover,334.6,4501.0,1.02,880.72,840.48,,85.1,Conditional Pass,28.3,44.5,CleanBase Materials,HMC-2602-48841,No
BAT-107182,Hyderabad,HY-02,MC-HY-02-1,Snacks,Cookies_200g,C,SUP-HY-41, 2026-02-11 06:15:00 ,2026-02-11 07:52:00,4342.0,2653.0,2448.0,72.0,133.0,Label Misprint,39.0,Changeover,378.4,5745.0,0.215,590.71,541.8,91.72,71.7,Fail,26.2,61.0,CrunchWorks, SNK-2602-17111 ,Yes
BAT-105330,Chennai,CH-04,MC-CH-04-4,HomeCare,Detergent_1kg,C,SUP-CH-30,2026-02-11 07:15:00,2026-02-11 09:35:00,1726.0,1387.0,1323.0,14.0,50.0,Contamination Risk,28.0, Power Fluctuation ,683.8,8487.0,1.02,1467.7,1363.74,92.92,82.6,Conditional Pass,33.1,69.8,CleanBase Materials,HMC-2602-53312,Yes
BAT-102198, Bengaluru ,BL-03,MC-BL-03-3,Beverages,Juice_1L,C,SUP-BE-49,2026-02-11 07:45:00,2026-02-11 09:09:00,2891.0,1821.0,1706.0,40.0,75.0,Overfill,31.0,Changeover,381.3,11392.0,1.05,1996.68,1833.3,91.82,77.8,Fail,24.0,50.8,CitrusCo Ingredients,BEV-2602-92780,Yes
BAT-100312,CHENNAI,CH-02,MC-CH-02-2,PersonalCare,Shampoo_250ml, A ,SUP-CH-21,2026-02-11 08:00:00,2026-02-11 09:31:00,1698.0,1414.0,1354.0,16.0,44.0,Weight Out of Spec,14.0,Sensor Calibration,490.8,5031.0,0.28,403.65,383.6,95.03,86.7,Conditional Pass,33.5,64.2,CARECHEM SOLUTIONS,PSC-2602-65170,No
BAT-102701,Bengaluru,BL-02,MC-BL-02-5,Beverages,SparklingWater_500ml,A,SUP-BE-54,2026-02-11 11:45:00,2026-02-11 12:46:00,1252.0,1225.0,1191.0,10.0,24.0, Underfill ,0.0,No Downtime,235.6,7138.0,0.52,648.84,624.52,96.25,,Pass,27.2,58.7,AquaPure Pvt Ltd,BEV-2602-73471,No
BAT-103499,Hyderabad,HY-02,MC-HY-02-1,Dairy, Milk_1L ,A,SUP-HY-83,2026-02-11 13:30:00,2026-02-11 15:08:00,2162.0,1964.0,1858.0,36.0,70.0,Label Misprint,11.0,Operator Reset,590.7,,1.03,2077.03,1950.82,93.92,83.3,Conditional Pass,29.0,55.0,FRESHFARM DAIRIES,DRY-2602-63104,No
BAT-102301,Hyderabad,HY-02,MC-HY-02-2,Snacks,Cookies_200g,A,SUP-HY-81,2026-02-11 14:15:00,2026-02-11 16:04:00,4302.0,3577.0,3383.0,51.0,143.0,Contamination Risk,19.0,Changeover,566.7,8784.0,,799.14,738.31,92.39,80.6,Conditional Pass,32.6,61.8,SpiceRoute Foods,SNK-2602-26704,No
 BAT-102146 ,Hyderabad,HY-01,MC-HY-01-1,Beverages,RTD_Tea_250ml,A,SUP-HY-33,2026-02-11 14:30:00, 2026-02-11 16:28:00 ,3453.0,2792.0,2628.0,54.0,110.0,Seal Failure,24.0,Planned Cleaning,440.5,6911.0,0.27,782.89,724.14,92.5,86.0,Conditional Pass,25.7,50.4,TeaLeaf Traders, BEV-2602-17686 ,No
BAT-104188,Hyderabad,HY-01,MC-HY-01-2,HomeCare,Dishwash_500ml,B,SUP-HY-14,2026-02-11 17:00:00, 2026-02-11 18:55:00 ,1570.0,1285.0,1214.0,,45.0,Seal Failure,19.0,Changeover,674.5,6533.0,0.56,725.85,694.4,95.67,86.3,Conditional Pass,26.0,45.0,CleanBase Materials,HMC-2602-41443,NO
BAT-106756,Hyderabad,HY-02,MC-HY-02-5,HomeCare,Dishwash_500ml,B,SUP-HY-68,2026-02-11 17:45:00,2026-02-11 18:56:00,1212.0,826.0,785.0,11.0,30.0,Underfill,24.0,Mechanical Jam,246.1,,0.56,473.2,445.76,94.2,84.8,Conditional Pass,25.2,54.5,CleanBase Materials,HMC-2602-66170,Yes
BAT-102792,Hyderabad,HY-01,MC-HY-01-2,Dairy,Milk_1L,B,SUP-HY-98,2026-02-11 20:15:00,2026-02-11 21:42:00,1793.0,,1602.0,44.0,45.0,Contamination Risk,7.0,SENSOR CALIBRATION,557.1,9257.0,1.03,1806.68,1695.38,93.84,90.5,Pass,31.6,46.6,MilkyWay Co-op,DRY-2602-48732,No
BAT-103694,Hyderabad,HY-01,MC-HY-01-1,PersonalCare,Shampoo_250ml,B,SUP-HY-74,2026-02-11 21:45:00,2026-02-11 23:02:00,1330.0,1205.0,1138.0,31.0,36.0,SEAL FAILURE,6.0,Changeover,376.6,5328.0,0.28,347.12,327.32,94.3,86.8,Conditional Pass,30.0,58.2,AromaLabs,PSC-2602-61281,No
BAT-101451,PUNE,PN-01,MC-PN-01-3,Beverages,Juice_1L,B,SUP-PU-48,2026-02-11 23:00:00,2026-02-12 00:33:00,1881.0,1517.0,1452.0,13.0,52.0,Label Misprint,19.0,Sensor Calibration,343.8,6728.0,1.05,1637.85,1538.25,93.92,85.8,Conditional Pass,26.7,50.5,AquaPure Pvt Ltd,BEV-2602-13197,Yes
BAT-102949,Chennai,CH-03,MC-CH-03-2,HomeCare,Dishwash_500ml,C,SUP-CH-25,2026-02-12 01:00:00,2026-02-12 02:59:00,1673.0,1403.0,1356.0,11.0,36.0,Label Misprint,17.0,Mechanical Jam,472.0,4198.0,0.56,804.48,765.52,95.16,86.1,Conditional Pass,30.1,76.2,ChemBlend Industries,HMC-2602-96332, No 
BAT-104615,Chennai,CH-04,MC-CH-04-2,Beverages,RTD_Tea_250ml,C,SUP-CH-47, 2026-02-12 02:45:00 ,2026-02-12 04:50:00,3508.0,2993.0,2822.0,72.0,99.0,Label Misprint,20.0,Planned Cleaning,388.1,8166.0,0.27,834.18,781.38,93.67,85.1,Conditional Pass,29.9,72.9,CitrusCo Ingredients,BEV-2602-63349,No
BAT-101074,Chennai,CH-02,MC-CH-02-6,Dairy,Milk_1L,C,SUP-CH-79,2026-02-12 04:15:00,2026-02-12 06:12:00,2472.0,1927.0,1798.0,55.0,74.0,Overfill,26.0,Planned Cleaning,386.6,11176.0,1.03,2029.09,1908.59,94.06,82.1,Conditional Pass,29.8,55.7,MilkyWay Co-op,DRY-2602-64115,No
BAT-101076,Chennai,CH-03,MC-CH-03-6,Beverages,RTD_Tea_250ml,C,SUP-CH-41,2026-02-12 07:15:00,2026-02-12 08:56:00,1961.0,1628.0,1540.0,39.0,49.0,Label Misprint,14.0,Mechanical Jam,,10229.0,,,426.33,94.42,86.1,Conditional Pass,30.0,69.7,AquaPure Pvt Ltd,BEV-2602-88966,No
